# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR
6779 0.276044 1.759386 0.295947 97 92 11 0
6780 0.290361 1.824922 0.304556 88 86 9 0
6781 0.304373 1.812200 0.370371 90 88 11 0
6782 0.320955 1.495201 0.676461 41 28 11 0
6783 0.299650 1.526318 0.625137 40 26 13 0
6784 0.283974 1.447650 0.628753 40 27 11 0
6785 0.383695 1.596760 0.715760 44 38 12 0
6786 0.324005 1.296334 0.721642 40 27 11 0
6787 0.374214 1.281399 0.797069 44 31 12 0
6788 0.359000 1.359178 0.782874 39 25 12 0
6789 0.501793 2.186370 0.598481 16 2 1 0
6790 0.541711 2.230096 0.605809 89 85 22 0
6791 0.504259 2.220346 0.563260 49 43 17 0
6792 0.409862 1.855377 0.598978 57 46 16 0
6793 0.399510 2.219736 0.245686 17 6 0 0
6794 0.422210 2.234131 0.308233 84 78 26 0
6795 0.435681 2.249894 0.260133 94 91 14 0
6796 0.340457 2.062765 0.112713 28 18 6 0
6797 0.258477 1.643283 0.291259 97 89 16 0
6798 0.280122 1.679053 0.358643 97 92 11 0
6799 0.259166 1.694241 0.251506 97 92 11 0
6800 0.285098 1.629445 0.443558 94 89 33 0
6801 0.319884 1.642002 0.533563 99 97 14 0
6802 0.305549 1.646673 0.480575 96 93 16 0
6803 0.293882 1.656023 0.428562 98 92 14 0
6804 0.316895 1.949355 0.107415 26 16 4 0
6805 0.314882 1.950427 0.047952 31 18 10 0
6806 0.319117 1.895469 0.156848 38 26 14 0
6807 0.357074 1.615120 0.627254 99 93 33 0
6808 0.331804 1.613682 0.599570 70 61 22 0
6809 0.368123 2.192601 0.070660 28 16 18 0
6810 0.367583 2.160447 0.015563 27 14 6 0
6811 0.372619 2.159759 0.087905 30 17 9 0
6812 0.380096 1.622553 0.674396 100 96 23 0
6813 0.399336 1.906326 0.517025 39 25 14 0
6814 0.396112 1.926804 0.481603 38 24 13 0
6815 0.373195 1.892567 0.423604 43 30 14 0
6816 0.438583 1.930124 0.601383 34 20 9 0
6817 0.461613 1.976664 0.638190 32 18 5 0
6818 0.513295 1.989264 0.727210 34 20 7 0
6819 0.303240 1.376667 0.690534 39 25 12 0
6820 0.288880 1.849913 0.214281 88 82 22 0
6821 0.320737 1.857067 0.312146 54 42 16 0
6822 0.298421 1.851961 0.302770 89 82 27 0
6823 0.286022 1.855935 0.061946 57 46 18 0
6824 0.269378 1.825724 0.080812 91 87 13 0
6825 0.238314 1.571446 0.387076 39 26 20 0
6826 0.238227 1.518937 0.443689 36 23 14 0
6827 0.254626 1.553357 0.458041 37 23 10 0
6828 0.278336 1.637401 0.404747 96 89 21 0
6829 0.386614 2.158164 0.256255 29 19 7 0
6830 0.406690 2.152029 0.334627 27 17 7 0
6831 0.403937 2.193167 0.300016 17 5 5 0
6832 0.268768 1.807704 0.151882 92 90 7 0
6833 0.282867 1.730447 0.353040 96 91 10 0
6834 0.297829 1.755072 0.395075 97 92 11 0
6835 0.323369 2.000523 0.040171 28 15 6 0
6836 0.340457 1.604724 0.635942 39 29 2 0
6837 0.369718 1.938236 0.406080 35 20 13 0
6838 0.330654 1.953303 0.216050 31 21 9 0
6839 0.359061 2.095102 0.208242 29 16 7 0
6840 0.325356 2.005446 -0.039831 30 20 8 0
6841 0.475669 1.819171 0.765952 98 95 16 0
6842 0.421791 1.967384 0.547732 36 22 11 0
6843 0.270258 1.544834 0.529843 39 25 14 0
6844 0.259009 1.483629 0.547322 36 23 7 0
6845 0.393071 1.579420 0.753953 21 10 6 0
6846 0.286118 1.572910 0.530357 38 25 17 0
6847 0.426558 1.827275 0.678186 96 93 16 0
6848 0.431019 1.808314 0.694934 98 95 18 0
6849 0.376427 1.816522 0.578622 95 92 15 0
6850 0.405732 1.790773 0.655739 98 95 18 0
6851 0.405775 1.832390 0.638652 97 94 17 0
6852 0.400800 1.557513 0.783414 28 18 9 0
6853 0.354068 1.969101 0.323857 30 22 9 0
6854 0.338906 1.908121 0.280506 38 27 9 0
6855 0.377316 2.199450 0.188410 25 10 13 0
6856 0.434880 1.787697 0.713765 105 99 25 0
6857 0.418271 2.269274 0.153546 94 89 8 0
6858 0.409270 2.239281 0.152021 97 91 17 0
6859 0.258260 1.621098 0.373831 76 67 26 0
6860 0.546303 2.074224 0.751922 40 27 10 0
6861 0.498002 2.057267 0.676905 28 16 4 0
6862 0.386135 1.533568 0.781933 50 38 24 0
6863 0.327517 1.695461 0.533485 96 93 14 0
6864 0.302055 1.700750 0.447070 98 92 14 0
6865 0.269788 1.645026 0.341529 97 91 17 0
6866 0.383381 1.508995 0.787815 44 31 14 0
6867 0.405993 2.005263 0.487084 31 21 9 0
6868 0.526636 2.168472 0.652716 32 19 13 0
6869 0.538112 2.198657 0.663948 12 5 0 0
6870 0.256743 1.370341 0.576270 35 22 6 0
6871 0.255933 1.430553 0.557735 35 22 6 0
6872 0.338331 2.023074 0.178859 32 22 10 0
6873 0.379695 1.995364 0.416720 32 20 6 0
6874 0.377726 2.078032 0.335943 30 20 8 0
6875 0.425251 1.615678 0.749892 107 100 28 0
6876 0.455793 1.660083 0.798541 102 101 21 0
6877 0.417940 1.662384 0.730940 108 105 28 0
6878 0.398552 2.053163 0.436596 30 20 8 0
6879 0.465814 2.054269 0.616745 30 20 8 0
6880 0.433320 2.059576 0.537920 33 21 7 0
6881 0.478605 2.117044 0.606751 30 20 8 0
6882 0.566719 2.136345 0.755870 39 26 10 0
6883 0.527586 2.133861 0.693061 38 24 11 0
6884 0.334915 1.769084 0.503344 97 91 13 0
6885 0.453039 2.160822 0.506150 28 15 6 0
6886 0.411466 2.117889 0.423830 28 18 6 0
6887 0.350992 2.027893 0.255462 31 21 9 0
6888 0.509722 2.151289 0.640133 30 17 8 0
6889 0.439210 1.726308 0.750763 103 100 21 0
6890 0.271078 1.785797 0.219161 96 91 10 0
6891 0.562415 2.162129 0.724247 28 14 11 0
6892 0.551235 2.171940 0.690412 13 1 3 0
6893 0.441267 2.273543 0.301820 93 90 13 0
6894 0.364184 1.750637 0.588992 100 97 18 0
6895 0.384636 2.213592 0.106761 48 40 19 0
6896 0.392130 2.215074 0.063184 90 85 30 0
6897 0.257135 1.741531 0.174860 97 92 10 0
6898 0.572505 2.194056 0.726443 21 12 5 0
6899 0.436274 2.225251 0.371278 40 33 7 0
6900 0.451479 2.221252 0.428179 34 27 8 0
6901 0.467896 2.245528 0.414228 92 86 26 0
6902 0.316720 1.229595 0.751896 70 61 28 0
6903 0.430113 2.182780 0.394291 25 16 11 0
6904 0.467086 2.207545 0.498447 17 7 5 0
6905 0.454834 2.199781 0.456699 16 5 9 0
6906 0.480644 2.201315 0.534984 17 5 9 0
6907 0.495597 2.227508 0.518549 77 71 21 0
6908 0.407431 2.231874 0.117166 95 89 13 0
6909 0.435193 1.866539 0.612022 33 19 6 0
6910 0.367618 2.196975 0.129635 21 6 9 0
6911 0.416154 2.202378 0.339411 19 7 9 0
6912 0.431246 1.585362 0.793165 82 72 36 0
6913 0.390666 2.221714 0.148631 62 52 25 0
6914 0.411884 2.257475 0.060962 96 91 10 0
6915 0.475460 2.232240 0.439315 87 81 29 0
6916 0.417670 2.181552 0.335551 29 17 17 0
6917 0.436108 2.292051 0.263802 95 89 13 0
6918 0.422611 2.317853 0.118726 94 91 14 0
6919 0.350120 2.091739 -0.040850 33 21 7 0
6920 0.458459 2.261205 0.360481 95 90 24 0
6921 0.477080 2.227569 0.469717 66 60 24 0
6922 2.667660 1.653069 1.102871 166 159 27 0
6923 2.605077 1.757259 1.141708 153 143 28 0
6924 2.583545 1.668457 1.169305 169 161 28 0
6925 2.826695 2.057363 0.748515 224 213 33 0
6926 2.790908 2.091373 0.798463 214 211 36 0
6927 2.835426 2.034620 0.795413 213 211 38 0
6928 2.325905 2.191250 1.171108 188 188 68 0
6929 2.239490 2.233024 1.218721 188 184 59 0
6930 2.294204 2.143350 1.220873 173 172 66 0
6931 2.890855 1.961703 0.750955 204 199 33 0
6932 2.869924 2.002509 0.718793 217 212 34 0
6933 2.863354 1.433629 0.889505 170 162 17 0
6934 2.863128 1.353183 0.875188 174 167 14 0
6935 2.887352 1.377983 0.844332 170 162 15 0
6936 2.791797 2.097455 0.733650 222 212 29 0
6937 2.724883 2.154243 0.744176 220 208 34 0
6938 2.746197 2.134942 0.804981 216 209 33 0
6939 2.917162 1.415435 0.799090 173 164 27 0
6940 2.688791 2.068482 0.999386 201 196 42 0
6941 2.718278 2.029252 0.996275 198 195 42 0
6942 2.746171 2.053598 0.948122 204 200 39 0
6943 2.649474 1.939238 1.088519 178 169 38 0
6944 2.597601 1.989813 1.114817 174 169 39 0
6945 2.568758 1.951020 1.143965 170 166 43 0
6946 2.426401 1.531659 1.345245 197 195 72 0
6947 2.494525 1.558646 1.265557 199 196 55 0
6948 2.424013 1.613804 1.301345 199 198 72 0
6949 2.804458 1.490870 0.978594 170 162 17 0
6950 2.826085 1.608559 0.949290 162 158 25 0
6951 2.771319 1.558411 1.013746 170 160 13 0
6952 2.642520 2.066103 1.041386 198 194 45 0
6953 2.679110 2.037164 1.028490 190 184 36 0
6954 2.489611 1.993116 1.180354 161 156 38 0
6955 2.494673 2.086022 1.137839 184 177 44 0
6956 2.414933 2.062974 1.195821 176 167 36 0
6957 2.817424 1.935936 0.936646 193 188 34 0
6958 2.764339 1.990319 0.974726 201 196 40 0
6959 2.747635 1.909429 1.016953 182 181 39 0
6960 2.311414 1.534779 1.424122 188 188 78 0
6961 2.281891 1.649914 1.398530 183 181 72 0
6962 2.238366 1.607112 1.441489 174 173 67 0
6963 2.608031 1.413579 1.260059 206 200 44 0
6964 2.586900 1.472344 1.228855 212 202 43 0
6965 2.527036 1.480727 1.286915 205 203 58 0
6966 2.660802 1.534936 1.113188 178 170 27 0
6967 2.714296 1.549313 1.067388 166 159 9 0
6968 2.763616 1.649208 1.018809 167 162 34 0
6969 2.936184 1.844119 0.765481 184 178 30 0
6970 2.899360 1.860797 0.835714 187 183 34 0
6971 2.925362 1.785117 0.812248 183 176 33 0
6972 2.388078 1.769668 1.281111 184 181 74 0
6973 2.411230 1.773938 1.255484 162 160 49 0
6974 2.367591 1.834002 1.279464 168 164 57 0
6975 2.557604 2.025662 1.125579 178 178 46 0
6976 2.928124 1.573363 0.800598 168 160 25 0
6977 2.961010 1.613752 0.742982 171 164 24 0
6978 2.921458 1.647187 0.820753 174 168 32 0
6979 2.887535 1.605195 0.870430 165 161 27 0
6980 2.891186 1.707051 0.874308 170 160 29 0
6981 2.828673 1.745766 0.954902 168 163 35 0
6982 2.852889 1.533236 0.908867 166 160 22 0
6983 2.699247 1.992820 1.032324 186 186 38 0
6984 2.629929 2.022612 1.078803 183 180 39 0
6985 2.702750 1.455989 1.110983 204 192 32 0
6986 2.750511 1.495148 1.043991 177 167 7 0
6987 2.481115 1.622596 1.246962 193 187 47 0
6988 2.945334 1.700968 0.780321 181 175 37 0
6989 2.968460 1.749870 0.718854 172 169 28 0
6990 2.715551 2.145895 0.866186 215 212 39 0
6991 2.684573 2.180323 0.822495 220 209 41 0
6992 2.350172 1.565077 1.386200 190 187 72 0
6993 2.762553 1.448312 1.047311 193 182 15 0
6994 2.633693 1.452407 1.190627 213 201 31 0
6995 2.604537 1.494957 1.188492 210 197 41 0
6996 2.641178 1.491811 1.152809 202 188 30 0
6997 2.467068 1.462960 1.354211 197 197 73 0
6998 2.530165 1.417012 1.333987 200 197 64 0
6999 2.740760 1.355126 1.152226 217 205 35 0
7000 2.765568 1.396256 1.080380 216 204 32 0
7001 2.315657 2.056483 1.248278 172 166 56 0
7002 2.358189 2.113828 1.196457 175 166 35 0
7003 2.381551 1.999695 1.238605 169 158 40 0
7004 2.328824 1.977283 1.268616 150 150 36 0
7005 2.377281 1.912130 1.258273 163 155 46 0
7006 2.420972 1.704593 1.266847 185 186 66 0
7007 2.346060 1.767376 1.312220 177 176 70 0
7008 2.897896 1.511042 0.842520 169 162 20 0
7009 2.624160 1.254499 1.355736 182 183 64 0
7010 2.611273 1.188702 1.381381 166 162 62 0
7011 2.698088 1.173888 1.329438 171 168 53 0
7012 2.696685 1.335677 1.237882 208 199 46 0
7013 2.754013 1.305798 1.190662 211 203 40 0
7014 2.847164 1.387028 0.922033 185 178 25 0
7015 2.403788 1.173034 1.491811 152 150 63 0
7016 2.432378 1.265906 1.464885 170 168 68 0
7017 2.320380 1.300317 1.506546 160 159 67 0
7018 2.425303 1.840520 1.242082 161 155 45 0
7019 2.491441 1.822761 1.203280 149 146 33 0
7020 2.445240 1.921088 1.219078 165 158 51 0
7021 2.836263 1.280031 1.037935 215 203 39 0
7022 2.820282 1.316821 1.033779 212 201 33 0
7023 2.798907 1.328140 1.077696 216 204 34 0
7024 2.655879 2.184140 0.890376 210 203 35 0
7025 2.828124 1.383603 0.966291 198 190 27 0
7026 2.826643 1.422545 0.952296 183 174 21 0
7027 2.835601 1.309248 0.994793 210 201 34 0
7028 2.864531 1.260033 0.961062 211 203 34 0
7029 2.845508 1.331939 0.941055 201 193 33 0
7030 2.338879 1.382191 1.481720 175 173 70 0
7031 2.759869 2.114334 0.679781 223 213 30 0
7032 2.561081 1.523233 1.221962 209 199 42 0
7033 2.507038 1.677450 1.217030 177 166 24 0
7034 2.551792 1.594634 1.203881 194 180 32 0
7035 2.893147 1.224202 0.888441 206 197 30 0
7036 2.874700 1.284231 0.877497 200 192 31 0
7037 2.554372 1.813315 1.168764 153 148 31 0
7038 2.538469 1.745722 1.189608 163 155 30 0
7039 2.610488 1.552450 1.161854 161 148 7 0
7040 2.816544 1.351745 1.012256 209 201 30 0
7041 2.799865 1.414650 1.009223 200 191 28 0
7042 2.792267 1.375299 1.048610 211 200 32 0
7043 2.812039 2.001106 0.905486 202 197 43 0
7044 2.816361 2.034262 0.858876 209 206 39 0
7045 2.783126 2.054086 0.894393 207 202 36 0
7046 2.712780 1.223714 1.298260 187 186 59 0
7047 2.636072 1.311932 1.317674 191 191 57 0
7048 2.875205 1.812348 0.889914 177 170 30 0
7049 2.857734 1.886851 0.895691 190 184 34 0
7050 2.608362 1.103838 1.393058 159 159 63 0
7051 2.676774 1.124551 1.348469 168 165 60 0
7052 2.630321 1.358629 1.286915 200 195 51 0
7053 2.946998 1.493650 0.766230 175 166 27 0
7054 2.959189 1.550185 0.738294 165 158 18 0
7055 2.322916 1.913777 1.287455 178 177 71 0
7056 2.401218 1.465948 1.406878 187 185 66 0
7057 2.471861 1.403924 1.388692 187 185 66 0
7058 2.495083 2.202535 1.049072 198 191 38 0
7059 2.473882 2.154975 1.105694 189 183 37 0
7060 2.526705 2.143908 1.082393 188 183 40 0
7061 2.240893 1.517926 1.475786 171 172 70 0
7062 2.786699 2.075566 0.851913 212 209 36 0
7063 2.857150 1.986232 0.829554 206 201 37 0
7064 2.425041 2.193045 1.106278 199 187 41 0
7065 2.678709 1.820478 1.084485 167 162 32 0
7066 2.598106 1.863603 1.137700 160 154 34 0
7067 2.770282 1.263205 1.210939 204 198 52 0
7068 2.526792 1.273748 1.412594 168 170 63 0
7069 2.343053 1.453828 1.449392 179 177 64 0
7070 2.424248 1.371386 1.438160 177 175 56 0
7071 2.583676 1.374558 1.314938 200 199 57 0
7072 2.540125 1.361697 1.364145 188 187 61 0
7073 2.363322 1.605317 1.355806 193 190 75 0
7074 2.970403 1.803843 0.679214 190 185 42 0
7075 2.754711 1.775550 1.024926 169 165 40 0
7076 2.822835 1.849922 0.951660 183 176 34 0
7077 2.742964 2.100182 0.899961 211 206 42 0
7078 2.944009 1.877510 0.699082 200 194 38 0
7079 2.350286 1.681188 1.334309 188 186 75 0
7080 2.604511 1.612558 1.164163 170 161 22 0
7081 2.368271 1.523538 1.392238 191 188 73 0
7082 2.903708 1.917890 0.784904 200 194 38 0
7083 2.557012 1.311226 1.379725 180 180 60 0
7084 2.580382 2.090066 1.076851 194 187 54 0
7085 2.429808 1.995059 1.210486 169 161 52 0
7086 2.689740 2.142749 0.916979 210 205 41 0
7087 2.397750 2.102422 1.185800 193 182 38 0
7088 2.420048 2.131805 1.156339 187 179 36 0
7089 2.536848 1.190497 1.428009 162 162 64 0
7090 2.797312 1.275160 1.152208 213 203 43 0
7091 2.677776 1.400752 1.192048 217 203 32 0
7092 2.296513 1.860954 1.321796 177 175 75 0
7093 2.257980 1.993534 1.306416 166 168 58 0
7094 2.637310 2.112355 1.013031 202 196 48 0
7095 2.573577 2.155524 1.030825 205 198 56 0
7096 2.379041 2.169501 1.152592 186 177 46 0
7097 2.465081 1.757259 1.222328 164 154 39 0
7098 2.758980 2.112233 0.844454 209 206 33 0
7099 2.694211 2.106552 0.958239 205 201 42 0
7100 2.525363 1.896872 1.181138 159 154 36 0
7101 2.539828 1.124246 1.429743 156 156 68 0
7102 2.898305 1.967706 0.648873 222 212 39 0
7103 2.867790 2.001838 0.628125 220 215 27 0
7104 2.848968 2.033408 0.690647 225 214 34 0
7105 2.903534 1.888646 0.810697 192 186 36 0
7106 2.493236 1.345376 1.401649 175 174 58 0
7107 2.268969 1.771385 1.368633 177 174 69 0
7108 2.509879 1.063580 1.451292 148 149 69 0
7109 2.372123 1.084467 1.512637 147 150 79 0
7110 2.866936 1.928904 0.857847 199 193 35 0
7111 2.320894 0.935609 1.512550 158 155 114 0
7112 2.552760 0.902026 1.416820 146 144 95 0
7113 2.424388 0.992327 1.488517 154 154 94 0
7114 2.727323 1.265949 1.257663 200 197 58 0
7115 2.226245 1.892986 1.354473 169 170 68 0
7116 2.767354 2.093795 0.636229 225 216 35 0
7117 2.797373 2.073945 0.643592 227 216 30 0
7118 2.829397 1.258386 1.093922 218 206 36 0
7119 2.247332 2.119928 1.262281 176 174 74 0
7120 2.186580 2.098553 1.304098 172 171 65 0
7121 2.802767 1.183883 1.227818 191 190 64 0
7122 2.125139 2.165109 1.312830 164 161 54 0
7123 2.187181 2.186336 1.272424 171 168 65 0
7124 2.922564 1.928843 0.670640 210 206 36 0
7125 2.489445 1.165410 1.452921 158 158 68 0
7126 2.981949 1.663386 0.687649 178 171 31 0
7127 2.819018 2.060421 0.662580 229 218 30 0
7128 2.627620 2.168124 0.960522 209 203 47 0
7129 2.367696 2.058774 1.223330 171 160 36 0
7130 2.550668 2.216485 0.983683 210 203 52 0
7131 2.103903 0.826408 1.506433 159 157 98 0
7132 1.995669 5.298573 1.654193 192 189 46 0
7133 2.027004 5.324776 1.649644 207 205 45 0
7134 2.024930 5.311113 1.619390 202 200 55 0
7135 1.772186 4.943024 1.548303 87 82 0 0
7136 1.792838 5.004204 1.583053 88 88 0 0
7137 1.772256 4.968878 1.527302 88 83 1 0
7138 2.333791 5.368597 2.072960 19 19 17 0
7139 2.308886 5.417586 2.040014 18 18 16 0
7140 2.292278 5.354324 2.049817 19 18 16 0
7141 1.744015 4.931330 1.477006 87 82 0 0
7142 1.883061 5.154273 1.711599 117 115 2 0
7143 1.885579 5.122476 1.746812 108 105 2 0
7144 1.909115 5.177635 1.744720 123 119 9 0
7145 2.194631 5.382932 1.939343 13 12 8 0
7146 2.142584 5.298347 1.940119 12 13 7 0
7147 2.215048 5.340635 1.984646 15 14 10 0
7148 2.246705 5.488639 1.919240 10 10 10 0
7149 2.183399 5.443824 1.865250 9 9 9 0
7150 2.215335 5.443771 1.924695 12 12 10 0
7151 1.844493 4.819785 1.652171 79 75 1 0
7152 1.828416 4.754693 1.596577 77 75 0 0
7153 1.868805 4.769071 1.657617 73 73 1 0
7154 2.021767 5.328592 1.728060 184 183 39 0
7155 2.063445 5.353313 1.755334 6 5 1 0
7156 2.048239 5.347310 1.712976 180 188 43 0
7157 2.071070 5.279211 1.887539 10 11 5 0
7158 2.101054 5.333899 1.872221 13 14 6 0
7159 2.041878 5.283960 1.841252 9 10 2 0
7160 2.143987 5.062447 2.007136 20 21 13 0
7161 2.063698 5.058534 1.955411 16 17 9 0
7162 2.102169 5.021100 1.972551 19 20 12 0
7163 2.074677 5.228619 1.925662 12 13 7 0
7164 2.019109 5.175055 1.902597 12 14 0 0
7165 2.063680 5.172598 1.943613 14 15 7 0
7166 2.066129 5.350508 1.788028 7 5 8 0
7167 2.109837 5.390243 1.799112 9 8 13 0
7168 2.318053 5.520287 1.860553 31 33 32 0
7169 2.349153 5.531214 1.887940 8 10 9 0
7170 2.343114 5.521307 1.849234 8 10 9 0
7171 2.026734 4.993329 1.902344 17 19 5 0
7172 2.008478 4.993773 1.889640 87 88 30 0
7173 2.026028 4.967702 1.894807 45 45 19 0
7174 1.911267 4.765367 1.706536 80 76 2 0
7175 1.882956 4.849525 1.719947 89 84 3 0
7176 2.148561 5.382147 1.884507 11 10 6 0
7177 2.071810 5.332461 1.830917 11 14 5 0
7178 2.336779 5.506223 2.000061 11 11 11 0
7179 2.346025 5.513944 1.964962 20 20 20 0
7180 2.303859 5.513290 1.952640 10 10 10 0
7181 2.268001 5.507748 1.898562 9 9 9 0
7182 2.246905 5.495923 1.859150 8 10 9 0
7183 2.214333 5.474000 1.854357 10 8 9 0
7184 2.125897 5.385232 1.682408 83 81 32 0
7185 2.075984 5.350394 1.639039 209 208 68 0
7186 2.085369 5.364284 1.705900 115 118 47 0
7187 1.880507 5.032158 1.768282 92 91 1 0
7188 1.911537 5.022093 1.809882 93 89 0 0
7189 1.924442 5.069636 1.830185 95 90 8 0
7190 2.006169 5.299358 1.768134 153 159 35 0
7191 2.003302 5.033961 1.907930 40 41 9 0
7192 1.958531 5.044976 1.867951 93 92 2 0
7193 1.971924 4.993956 1.865441 95 92 11 0
7194 1.857494 5.130144 1.591898 131 129 18 0
7195 1.870365 5.145733 1.616009 133 132 16 0
7196 1.878416 5.170010 1.581668 146 144 23 0
7197 1.977152 5.281738 1.727850 158 155 22 0
7198 1.970155 5.261270 1.748868 151 146 28 0
7199 1.842942 4.994288 1.703443 85 82 1 0
7200 1.873014 4.954422 1.744921 91 87 0 0
7201 1.938559 5.113205 1.840485 98 92 4 0
7202 1.966068 5.098557 1.881065 95 97 22 0
7203 2.148736 5.366044 1.899268 11 10 6 0
7204 2.131979 5.335563 1.904392 11 12 6 0
7205 1.994754 5.297902 1.716252 183 182 42 0
7206 2.275539 5.510110 1.851691 8 10 9 0
7207 2.293481 5.505788 1.815337 7 9 8 0
7208 2.258059 5.489153 1.796846 7 12 8 0
7209 1.939561 5.222981 1.756789 133 130 15 0
7210 1.969580 5.255100 1.789169 141 142 23 0
7211 2.027718 5.327817 1.681615 199 197 50 0
7212 2.287032 5.488238 1.977902 11 11 9 0
7213 2.052910 4.992492 1.929993 16 17 12 0
7214 2.028677 5.015384 1.916800 17 18 10 0
7215 1.808854 4.987613 1.634900 85 83 0 0
7216 1.817202 4.932637 1.647108 84 81 0 0
7217 1.787357 5.013920 1.531328 103 101 1 0
7218 1.805490 5.047468 1.588726 103 96 6 0
7219 1.811355 5.066656 1.553208 113 110 5 0
7220 1.978076 5.138858 1.876813 85 91 45 0
7221 1.980202 5.283655 1.700437 182 180 43 0
7222 1.968953 5.268650 1.629341 182 179 46 0
7223 1.957912 5.254874 1.693056 166 161 33 0
7224 1.845644 4.684834 1.573041 82 79 2 0
7225 1.802685 4.673053 1.515687 80 78 1 0
7226 1.896855 5.089616 1.787583 92 88 0 0
7227 1.742394 4.870403 1.489877 85 80 0 0
7228 2.326950 5.512105 1.807695 6 6 6 0
7229 2.282510 5.482339 1.752702 8 10 9 0
7230 2.135857 5.396821 1.850671 7 12 8 0
7231 2.369683 5.502319 2.028590 12 14 13 0
7232 2.367609 5.510946 1.998440 28 28 28 0
7233 1.735031 4.698968 1.434893 82 79 0 0
7234 1.762357 4.775013 1.511269 80 78 1 0
7235 1.722274 4.772495 1.438073 82 79 0 0
7236 1.850759 5.058081 1.714754 89 87 2 0
7237 2.331525 5.476997 2.030463 15 15 13 0
7238 1.896558 5.185573 1.615922 149 144 24 0
7239 1.915441 5.198609 1.565870 152 146 24 0
7240 2.403893 5.487384 2.030089 12 11 17 0
7241 2.378414 5.481807 2.060230 13 15 14 0
7242 2.412746 5.455169 2.046819 17 22 16 0
7243 1.779541 4.852584 1.561713 81 78 1 0
7244 1.832599 4.874412 1.656842 82 79 0 0
7245 1.874556 5.160956 1.662619 131 128 11 0
7246 2.147394 5.130772 2.011894 18 19 13 0
7247 2.049738 5.342674 1.670853 212 207 63 0
7248 1.918134 5.215174 1.660841 152 149 20 0
7249 1.949712 5.244191 1.625603 171 168 37 0
7250 2.390735 5.443013 2.085395 18 20 19 0
7251 2.356298 5.452171 2.061824 17 17 15 0
7252 2.123980 4.916064 1.937321 33 35 24 0
7253 2.166869 4.973688 1.991800 26 28 17 0
7254 2.101951 4.971353 1.957276 20 21 13 0
7255 2.066094 5.123905 1.956222 16 17 9 0
7256 1.930124 4.981714 1.822665 92 87 3 0
7257 1.981448 5.179613 1.868631 70 72 35 0
7258 1.782826 4.917362 1.576422 85 82 1 0
7259 1.943621 4.680085 1.671821 94 92 18 0
7260 1.894667 4.683885 1.623389 87 87 13 0
7261 1.916565 4.597540 1.562942 95 92 21 0
7262 1.964901 4.879779 1.820618 97 94 15 0
7263 1.955655 4.941630 1.837653 95 90 6 0
7264 1.920086 4.909006 1.787374 90 86 0 0
7265 1.898998 5.185782 1.701953 135 130 13 0
7266 1.921009 5.215208 1.714867 143 139 16 0
7267 1.840581 5.104935 1.622352 117 115 6 0
7268 2.127030 5.185921 1.985866 14 15 9 0
7269 2.168995 5.257226 1.985413 16 15 10 0
7270 2.107903 5.214738 1.960030 13 14 8 0
7271 1.945190 5.214128 1.806946 122 121 13 0
7272 1.938419 5.171927 1.816827 106 99 8 0
7273 1.956971 5.196587 1.843099 106 105 22 0
7274 1.947255 5.155170 1.847325 102 98 11 0
7275 2.270154 5.444991 1.989683 13 13 11 0
7276 2.315291 5.524400 1.910997 9 9 9 0
7277 2.376837 5.514920 1.974181 14 14 14 0
7278 1.984777 5.212655 1.856257 60 61 27 0
7279 1.982302 5.240949 1.833043 134 134 70 0
7280 1.804523 4.805076 1.586800 81 78 1 0
7281 1.932538 4.823863 1.773005 90 87 6 0
7282 2.218028 5.470322 1.803164 7 13 9 0
7283 1.778338 4.726826 1.515469 79 77 0 0
7284 2.050732 4.927549 1.899556 21 20 15 0
7285 1.994981 4.937639 1.869171 96 93 12 0
7286 2.013959 4.874717 1.850846 107 104 25 0
7287 2.006718 5.083238 1.918482 13 13 5 0
7288 2.019780 5.216899 1.874260 12 13 7 0
7289 2.014839 5.129866 1.914822 12 14 3 0
7290 1.978973 5.271578 1.592133 177 173 37 0
7291 2.081169 5.366036 1.746263 6 9 2 0
7292 1.920756 5.138989 1.802092 99 95 4 0
7293 1.998658 5.228741 1.851273 25 30 8 0
7294 1.819807 5.056330 1.643937 89 84 0 0
7295 2.125618 5.250674 1.954226 14 13 8 0
7296 1.997333 4.787413 1.801238 102 99 22 0
7297 1.820504 4.614148 1.494486 82 80 3 0
7298 1.778155 4.577158 1.425133 80 78 1 0
7299 1.928834 5.175474 1.783087 111 108 5 0
7300 1.952205 4.749491 1.738595 89 87 10 0
7301 1.850262 5.107445 1.683253 108 106 3 0
7302 1.928747 5.223304 1.599043 162 159 30 0
7303 1.754375 4.632708 1.428340 81 78 1 0
7304 2.163941 5.432095 1.784961 5 9 8 0
7305 2.166346 5.424688 1.738133 12 16 15 0
7306 2.402795 5.505596 1.993796 8 10 9 0
7307 2.114778 5.398251 1.763481 7 12 8 0
7308 2.123056 5.398791 1.730552 10 9 15 0
7309 2.044449 5.328218 1.632060 197 197 49 0
7310 2.011284 5.284980 1.811477 60 66 30 0
7311 1.856815 4.569664 1.495410 91 88 11 0
7312 1.961189 5.245227 1.579071 184 180 46 0
7313 1.835335 5.090915 1.654445 105 103 3 0
7314 1.698067 4.677009 1.355580 81 78 0 0
